// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\sjana\source\repos\BenchmarkingAssignment\BenchmarkingAssignment\bin\Release\netcoreapp2.2\61068735-eb23-48e1-a66c-af5a9e6fb006
// command took 4.99s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\sjana\source\repos\BenchmarkingAssignment\BenchmarkingAssignment\bin\Release\netcoreapp2.2\61068735-eb23-48e1-a66c-af5a9e6fb006
// command took 17.09s and exited with 1
// start dotnet build -c Release  --no-restore --no-dependencies /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\sjana\source\repos\BenchmarkingAssignment\BenchmarkingAssignment\bin\Release\netcoreapp2.2\61068735-eb23-48e1-a66c-af5a9e6fb006
// command took 6.11s and exited with 0
// ***** Done, took 00:00:29 (29.04 sec)   *****
// Found 2 benchmarks:
//   ForVsForeach.ForBenchmark: DefaultJob
//   ForVsForeach.ForeachBenchmark: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: ForVsForeach.ForBenchmark: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "61068735-eb23-48e1-a66c-af5a9e6fb006.dll" --benchmarkName "BenchmarkingAssignment.ForVsForeach.ForBenchmark" --job "Default" --benchmarkId 0 in C:\Users\sjana\source\repos\BenchmarkingAssignment\BenchmarkingAssignment\bin\Release\netcoreapp2.2\61068735-eb23-48e1-a66c-af5a9e6fb006\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadActual   2: 262144 op, 641427499.68 ns, 2.4469 us/op
WorkloadActual   3: 262144 op, 680418101.56 ns, 2.5956 us/op
WorkloadActual   4: 262144 op, 621411705.12 ns, 2.3705 us/op
WorkloadActual   5: 262144 op, 626911752.33 ns, 2.3915 us/op
WorkloadActual   6: 262144 op, 623737037.54 ns, 2.3794 us/op
WorkloadActual   7: 262144 op, 627012888.09 ns, 2.3919 us/op
WorkloadActual   8: 262144 op, 629062072.47 ns, 2.3997 us/op
WorkloadActual   9: 262144 op, 622990766.23 ns, 2.3765 us/op
WorkloadActual  10: 262144 op, 628682023.24 ns, 2.3982 us/op
WorkloadActual  11: 262144 op, 617777138.66 ns, 2.3566 us/op
WorkloadActual  12: 262144 op, 618655755.59 ns, 2.3600 us/op
WorkloadActual  13: 262144 op, 626136641.53 ns, 2.3885 us/op
WorkloadActual  14: 262144 op, 627172888.03 ns, 2.3925 us/op
WorkloadActual  15: 262144 op, 636322514.05 ns, 2.4274 us/op

// AfterActualRun
WorkloadResult   1: 262144 op, 640854462.87 ns, 2.4447 us/op
WorkloadResult   2: 262144 op, 620838668.31 ns, 2.3683 us/op
WorkloadResult   3: 262144 op, 626338715.52 ns, 2.3893 us/op
WorkloadResult   4: 262144 op, 623164000.73 ns, 2.3772 us/op
WorkloadResult   5: 262144 op, 626439851.28 ns, 2.3897 us/op
WorkloadResult   6: 262144 op, 628489035.66 ns, 2.3975 us/op
WorkloadResult   7: 262144 op, 622417729.42 ns, 2.3743 us/op
WorkloadResult   8: 262144 op, 628108986.43 ns, 2.3960 us/op
WorkloadResult   9: 262144 op, 617204101.85 ns, 2.3544 us/op
WorkloadResult  10: 262144 op, 618082718.78 ns, 2.3578 us/op
WorkloadResult  11: 262144 op, 625563604.72 ns, 2.3863 us/op
WorkloadResult  12: 262144 op, 626599851.22 ns, 2.3903 us/op
WorkloadResult  13: 262144 op, 635749477.23 ns, 2.4252 us/op
GC:  0 0 0 0 0

// AfterAll

Mean = 2.3885 us, StdErr = 0.0069 us (0.29%); N = 13, StdDev = 0.0250 us
Min = 2.3544 us, Q1 = 2.3713 us, Median = 2.3893 us, Q3 = 2.3968 us, Max = 2.4447 us
IQR = 0.0254 us, LowerFence = 2.3332 us, UpperFence = 2.4349 us
ConfidenceInterval = [2.3586 us; 2.4185 us] (CI 99.9%), Margin = 0.0299 us (1.25% of Mean)
Skewness = 0.72, Kurtosis = 2.81, MValue = 2

Successfully reverted power plan (GUID: 381b4222-f694-41f0-9685-ff5bb260df2e FriendlyName: Balanced)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\BenchmarkingAssignment.ForVsForeach-report.csv
  BenchmarkDotNet.Artifacts\results\BenchmarkingAssignment.ForVsForeach-report-github.md
  BenchmarkDotNet.Artifacts\results\BenchmarkingAssignment.ForVsForeach-report.html

// * Detailed results *
ForVsForeach.ForBenchmark: DefaultJob
Runtime = .NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 766.8883 ns, StdErr = 4.7102 ns (0.61%); N = 95, StdDev = 45.9097 ns
Min = 701.1232 ns, Q1 = 728.3396 ns, Median = 753.8285 ns, Q3 = 796.5403 ns, Max = 899.0096 ns
IQR = 68.2007 ns, LowerFence = 626.0385 ns, UpperFence = 898.8414 ns
ConfidenceInterval = [750.8874 ns; 782.8893 ns] (CI 99.9%), Margin = 16.0009 ns (2.09% of Mean)
Skewness = 0.96, Kurtosis = 3.22, MValue = 2.14
-------------------- Histogram --------------------
[700.664 ns ; 720.314 ns) | @@@@@@
[720.314 ns ; 737.922 ns) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[737.922 ns ; 758.047 ns) | @@@@@@@@@@@@@@@@@
[758.047 ns ; 782.159 ns) | @@@@@@@@@@@@@@
[782.159 ns ; 810.824 ns) | @@@@@@@@@@@@
[810.824 ns ; 839.913 ns) | @@@@@@@@@@
[839.913 ns ; 864.745 ns) | @@@@
[864.745 ns ; 904.452 ns) | @@@
---------------------------------------------------

ForVsForeach.ForeachBenchmark: DefaultJob
Runtime = .NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 2.3885 us, StdErr = 0.0069 us (0.29%); N = 13, StdDev = 0.0250 us
Min = 2.3544 us, Q1 = 2.3713 us, Median = 2.3893 us, Q3 = 2.3968 us, Max = 2.4447 us
IQR = 0.0254 us, LowerFence = 2.3332 us, UpperFence = 2.4349 us
ConfidenceInterval = [2.3586 us; 2.4185 us] (CI 99.9%), Margin = 0.0299 us (1.25% of Mean)
Skewness = 0.72, Kurtosis = 2.81, MValue = 2
-------------------- Histogram --------------------
[2.345 us ; 2.454 us) | @@@@@@@@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.11.5, OS=Windows 10.0.17134.829 (1803/April2018Update/Redstone4)
Intel Core i7-6500U CPU 2.50GHz (Skylake), 1 CPU, 4 logical and 2 physical cores
Frequency=2531251 Hz, Resolution=395.0616 ns, Timer=TSC
.NET Core SDK=2.2.108
  [Host]     : .NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT  [AttachedDebugger]
  DefaultJob : .NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT


|           Method |       Mean |    Error |   StdDev |     Median |
|----------------- |-----------:|---------:|---------:|-----------:|
|     ForBenchmark |   766.9 ns | 16.00 ns | 45.91 ns |   753.8 ns |
| ForeachBenchmark | 2,388.5 ns | 29.91 ns | 24.98 ns | 2,389.3 ns |

// * Warnings *
Environment
  Summary -> Benchmark was executed with attached debugger

// * Hints *
Outliers
  ForVsForeach.ForBenchmark: Default     -> 5 outliers were removed (925.48 ns..992.29 ns)
  ForVsForeach.ForeachBenchmark: Default -> 2 outliers were removed (2.60 us, 2.79 us)

// * Legends *
  Mean   : Arithmetic mean of all measurements
  Error  : Half of 99.9% confidence interval
  StdDev : Standard deviation of all measurements
  Median : Value separating the higher half of all measurements (50th percentile)
  1 ns   : 1 Nanosecond (0.000000001 sec)

// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:01:52 (112.63 sec), executed benchmarks: 2

Global total time: 00:02:21 (141.69 sec), executed benchmarks: 2
// * Artifacts cleanup *
