// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\sjana\source\repos\BenchmarkingAssignment\BenchmarkingAssignment\bin\Release\netcoreapp2.2\29e615d2-9314-4206-9414-711e75a6f2b5
// command took 3.18s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\sjana\source\repos\BenchmarkingAssignment\BenchmarkingAssignment\bin\Release\netcoreapp2.2\29e615d2-9314-4206-9414-711e75a6f2b5
// command took 14.93s and exited with 1
// start dotnet build -c Release  --no-restore --no-dependencies /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\sjana\source\repos\BenchmarkingAssignment\BenchmarkingAssignment\bin\Release\netcoreapp2.2\29e615d2-9314-4206-9414-711e75a6f2b5
// command took 4.62s and exited with 0
// ***** Done, took 00:00:23 (23.18 sec)   *****
// Found 3 benchmarks:
//   ArrayVsList.ArrayBenchmark: DefaultJob
//   ArrayVsList.ListBenchmark: DefaultJob
//   ArrayVsList.StringBuilderBenchmark: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: ArrayVsList.ArrayBenchmark: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "29e615d2-9314-4206-9414-711e75a6f2b5.dll" --benchmarkName "BenchmarkingAssignment.ArrayVsList.ArrayBenchmark" --job "Default" --benchmarkId 0 in C:\Users\sjana\source\repos\BenchmarkingAssignment\BenchmarkingAssignment\bin\Release\netcoreapp2.2\29e615d2-9314-4206-9414-711e75a6f2b5\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

[2.721 us ; 2.849 us) | @@@@@@@@@@@@@@@
---------------------------------------------------

ArrayVsList.StringBuilderBenchmark: DefaultJob
Runtime = .NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 8.0223 us, StdErr = 0.0372 us (0.46%); N = 17, StdDev = 0.1532 us
Min = 7.7917 us, Q1 = 7.8891 us, Median = 8.0405 us, Q3 = 8.1632 us, Max = 8.2705 us
IQR = 0.2741 us, LowerFence = 7.4779 us, UpperFence = 8.5745 us
ConfidenceInterval = [7.8731 us; 8.1714 us] (CI 99.9%), Margin = 0.1492 us (1.86% of Mean)
Skewness = 0.13, Kurtosis = 1.52, MValue = 2
-------------------- Histogram --------------------
[7.740 us ; 7.957 us) | @@@@@@@
[7.957 us ; 8.323 us) | @@@@@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.11.5, OS=Windows 10.0.17134.829 (1803/April2018Update/Redstone4)
Intel Core i7-6500U CPU 2.50GHz (Skylake), 1 CPU, 4 logical and 2 physical cores
Frequency=2531245 Hz, Resolution=395.0625 ns, Timer=TSC
.NET Core SDK=2.2.108
  [Host]     : .NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT  [AttachedDebugger]
  DefaultJob : .NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT


|                 Method |       Mean |     Error |     StdDev |
|----------------------- |-----------:|----------:|-----------:|
|         ArrayBenchmark |   932.6 ns |  10.01 ns |   9.359 ns |
|          ListBenchmark | 2,784.8 ns |  29.75 ns |  27.824 ns |
| StringBuilderBenchmark | 8,022.3 ns | 149.19 ns | 153.207 ns |

// * Warnings *
Environment
  Summary -> Benchmark was executed with attached debugger

// * Legends *
  Mean   : Arithmetic mean of all measurements
  Error  : Half of 99.9% confidence interval
  StdDev : Standard deviation of all measurements
  1 ns   : 1 Nanosecond (0.000000001 sec)

// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:00:57 (57.95 sec), executed benchmarks: 3

Global total time: 00:01:21 (81.15 sec), executed benchmarks: 3
// * Artifacts cleanup *
